Arpt_ICAO	Procedure Type	Procedure Ident
I40	SIAP	R22
I63	SIAP	R18
I63	SIAP	R36
I66	SIAP	R03
I66	SIAP	R21
I67	SIAP	R19
I68	SIAP	R01
I68	SIAP	R19
I69	SIAP	R04
I69	SIAP	R22
I69	STAR	CEGRM8
I69	STAR	GAVNN8
I69	STAR	HEDEE1
I69	STAR	JAKIE7
I69	STAR	SARGO5
I73	SIAP	RNV-A
I74	SIAP	R02
I74	SIAP	R20
I75	SIAP	R18
I75	SIAP	R36
I76	SIAP	R01
I76	SIAP	R19
I86	SIAP	R26
I93	SIAP	R10
I93	SIAP	R28
I95	SIAP	R04
I95	SIAP	R22
K01	SIAP	R16
K01	SIAP	R34
K09	SIAP	R04
K15	SIAP	R14
K15	SIAP	R32
K15	SIAP	S32
K24	SIAP	R17
K24	SIAP	R35
K33	SIAP	R17
K33	SIAP	R35
K38	SIAP	R17
K38	SIAP	R35
K50	SIAP	RNVA
K52	SIAP	R09
K52	SIAP	R27
K57	SIAP	R18
K57	SIAP	R36
K61	SIAP	R17
K61	SIAP	R35
K62	SIAP	R21
K62	SIAP	VOR-A
K74	SIAP	R11
K74	SIAP	R29
K78	SIAP	R18
K78	SIAP	R36
K78	SIAP	VOR-A
K79	SIAP	R17
K79	SIAP	R35
K81	SIAP	R03
K81	SIAP	R21
K82	SIAP	R14
K82	SIAP	R32
K88	SIAP	R01
K88	SIAP	R19
K89	SIAP	R02
K89	SIAP	R20
KAAA	SIAP	R03
KAAA	SIAP	R21
KAAF	SIAP	R06
KAAF	SIAP	R14
KAAF	SIAP	R24
KAAF	SIAP	R32
KAAO	SIAP	I18
KAAO	SIAP	L18
KAAO	SIAP	R18
KAAO	SIAP	R36
KAAO	SIAP	RNV-E
KAAS	SIAP	R05
KAAS	SIAP	R23
KAAT	SIAP	R31
KAAT	SID	BACHS2
KAAT	SID	CHOIR3
KABE	SIAP	I06
KABE	SIAP	I13
KABE	SIAP	I24
KABE	SIAP	L06
KABE	SIAP	L13
KABE	SIAP	L24
KABE	SIAP	R06
KABE	SIAP	R13
KABE	SIAP	R24
KABE	SIAP	R31
KABI	SIAP	I35R
KABI	SIAP	L17R
KABI	SIAP	L35R
KABI	SIAP	R17L
KABI	SIAP	R35R
KABQ	SIAP	H03-Z
KABQ	SIAP	H08-Z
KABQ	SIAP	H21-Y
KABQ	SIAP	H21-Z
KABQ	SIAP	H26-Y
KABQ	SIAP	H26-Z
KABQ	SIAP	I03
KABQ	SIAP	I08
KABQ	SIAP	L03
KABQ	SIAP	L08
KABQ	SIAP	R03-Y
KABQ	SIAP	R08-Y
KABQ	SIAP	S08
KABQ	SID	ADYOS3
KABQ	SID	ATOMK3
KABQ	SID	BOSQE3
KABQ	SID	DOOKK3
KABQ	SID	FYSTA3
KABQ	SID	GRZZZ4
KABQ	SID	JEMEZ3
KABQ	SID	LARGO3
KABQ	SID	MNZNO3
KABQ	SID	RDRNR3
KABQ	STAR	BRRTO1
KABQ	STAR	COLTR4
KABQ	STAR	CURLY3
KABQ	STAR	FRIHO4
KABQ	STAR	LAVAN3
KABQ	STAR	LOWBO3
KABQ	STAR	LZZRD4
KABQ	STAR	MIERA2
KABQ	STAR	SNDIA4
KABR	SIAP	I31
KABR	SIAP	L31
KABR	SIAP	R13
KABR	SIAP	R17
KABR	SIAP	R31
KABR	SIAP	R35
KABR	SIAP	S31
KABY	SIAP	I05
KABY	SIAP	L05
KABY	SIAP	R05
KABY	SIAP	R17
KABY	SIAP	R23
KABY	SIAP	R35
KABY	SIAP	S17
KACB	SIAP	R02
KACJ	SIAP	R05
KACJ	SIAP	R23
KACK	SIAP	I06
KACK	SIAP	I24
KACK	SIAP	L06
KACK	SIAP	L24
KACK	SIAP	R06
KACK	SIAP	R15
KACK	SIAP	R24
KACK	SIAP	R33
KACK	SIAP	S24
KACK	STAR	DEEPO2
KACP	SIAP	R18
KACP	SIAP	R36
KACQ	SIAP	R15
KACQ	SIAP	R33
KACT	SIAP	D32
KACT	SIAP	I19
KACT	SIAP	L19
KACT	SIAP	R01
KACT	SIAP	R14
KACT	SIAP	R19
KACT	SIAP	R32
KACT	SIAP	S14
KACV	SIAP	I32
KACV	SIAP	L32
KACV	SIAP	R01
KACV	SIAP	R14
KACV	SIAP	R32
KACV	SID	HOCUT5
KACY	SIAP	H13-Z
KACY	SIAP	H31-Z
KACY	SIAP	I13-Z
KACY	SIAP	I31
KACY	SIAP	L13-Z
KACY	SIAP	L31
KACY	SIAP	R04
KACY	SIAP	R13-Y
KACY	SIAP	R22
KACY	SIAP	R31-Y
KACY	SIAP	S04
KACY	SIAP	S31
KACZ	SIAP	R09
KACZ	SIAP	R27
KADC	SIAP	R16
KADC	SIAP	R34
KADF	SIAP	R04
KADF	SIAP	R22
KADG	SIAP	R05
KADG	SIAP	R23
KADH	SIAP	R18
KADH	SIAP	R36
KADM	SIAP	I31
KADM	SIAP	L31
KADM	SIAP	R13
KADM	SIAP	R31
KADS	SIAP	I16
KADS	SIAP	I34
KADS	SIAP	L16
KADS	SIAP	L34
KADS	SIAP	R16
KADS	SIAP	R34
KADS	SID	BOTCH2
KADS	SID	DALL4
KADS	SID	GARL6
KADS	SID	JPOOL8
KADS	SID	KING5
KADS	SID	KUSSO3
KADS	SID	NANDR4
KADS	SID	TEX5
KADS	SID	WORTH1
KADS	STAR	EESAT4
KADS	STAR	FINGR1
KADS	STAR	GREGS1
KADS	STAR	HERBZ2
KADS	STAR	JFRYE5
KADS	STAR	LOADS4
KADS	STAR	SASIE8
KADS	STAR	SLANT3
KADS	STAR	SWVAY4
KADS	STAR	YEAGR4
KADT	SIAP	R17
KADU	SIAP	R32
KADW	STAR	FRDMM6
KADW	STAR	NUMMY3
KADW	STAR	SPISY2
KADW	STAR	TIKEE4
KADW	STAR	TRUPS5
KADW	STAR	VUDOO2
KAEG	SIAP	I22
KAEG	SIAP	L22
KAEG	SIAP	R04
KAEG	SIAP	R22
KAEG	STAR	CURLY3
KAEG	STAR	FRIHO4
KAEG	STAR	LAVAN3
KAEG	STAR	MIERA2
KAEJ	SIAP	R33
KAEJ	SID	PUBLO2
KAEL	SIAP	R17
KAEL	SIAP	R35
KAEX	SIAP	I14
KAEX	SIAP	L14
KAEX	SIAP	R14
KAEX	SIAP	R18
KAEX	SIAP	R32
KAEX	SIAP	R36
KAEX	SIAP	S14
KAFJ	SIAP	I27
KAFJ	SIAP	L27
KAFJ	SIAP	R09
KAFJ	SIAP	R27
KAFK	SIAP	R15
KAFK	SIAP	R33
KAFN	SIAP	RNV-B
KAFN	SIAP	RNV-C
KAFO	SIAP	R16
KAFO	SIAP	R34
KAFO	SID	AFTON4
KAFO	SID	LUNDI2
KAFP	SIAP	I34
KAFP	SIAP	L34
KAFP	SIAP	R16
KAFP	SIAP	R34
KAFP	STAR	JOOLS2
KAFP	STAR	LIINN3
KAFP	STAR	MAJIC4
KAFP	STAR	RASLN3
KAFW	SIAP	I16L
KAFW	SIAP	I34R
KAFW	SIAP	L16L
KAFW	SIAP	L34R
KAFW	SIAP	R16L
KAFW	SIAP	R16R
KAFW	SIAP	R34R
KAFW	SID	BOTCH2
KAFW	SID	DALL4
KAFW	SID	GARL6
KAFW	SID	JPOOL8
KAFW	SID	KING5
KAFW	SID	KUSSO3
KAFW	SID	NANDR4
KAFW	SID	TEX5
KAFW	SID	WORTH1
KAFW	STAR	DODJE6
KAFW	STAR	LIKES4
KAFW	STAR	MOTZA1
KAFW	STAR	REEKO3
KAFW	STAR	SASIE8
KAFW	STAR	TRUUK3
KAFW	STAR	WESAT3
KAGC	SIAP	I10
KAGC	SIAP	I28
KAGC	SIAP	L10
KAGC	SIAP	L28
KAGC	SIAP	R10
KAGC	SIAP	R28
KAGC	SID	AGC9
KAGO	SIAP	R18
KAGO	SIAP	R36
KAGS	SIAP	I17
KAGS	SIAP	I35
KAGS	SIAP	L17
KAGS	SIAP	L35
KAGS	SIAP	R08-Y
KAGS	SIAP	R08-Z
KAGS	SIAP	R17
KAGS	SIAP	R26
KAGS	SIAP	R35
KAGS	SID	CHATT6
KAGS	SID	DOVER5
KAGS	SID	JUNPR6
KAGS	SID	KAOLN6
KAGS	SID	RDBUD4
KAGS	SID	SAMMI4
KAGS	STAR	STUGE3
KAGS	STAR	STWRT3
KAGZ	SIAP	R09
KAGZ	SIAP	R27
KAHH	SIAP	R18
KAHH	SIAP	R36
KAHN	SIAP	I27
KAHN	SIAP	L27
KAHN	SIAP	R02
KAHN	SIAP	R09
KAHN	SIAP	R20
KAHN	SIAP	R27
KAHQ	SIAP	R20
KAIA	SIAP	I30
KAIA	SIAP	L30
KAIA	SIAP	R08
KAIA	SIAP	R12
KAIA	SIAP	R26
KAIA	SIAP	R30
KAIB	SIAP	RNV-A
KAIB	SID	NUCLA2
KAID	SIAP	I30
KAID	SIAP	L30
KAID	SIAP	R12
KAID	SIAP	R30
KAIG	SIAP	R09
KAIG	SIAP	R17
KAIG	SIAP	R27
KAIG	SIAP	R35
KAIK	SIAP	I07
KAIK	SIAP	L07
KAIK	SIAP	R07
KAIK	SIAP	R25
KAIK	SID	CHATT6
KAIK	SID	DOVER5
KAIK	SID	JUNPR6
KAIK	SID	KAOLN6
KAIK	SID	RDBUD4
KAIK	SID	SAMMI4
KAIO	SIAP	R02
KAIO	SIAP	R20
KAIT	SIAP	R16
KAIT	SIAP	R34
KAIV	SIAP	R06
KAIV	SIAP	R24
KAIZ	SIAP	R04
KAIZ	SIAP	R22
KAJG	SIAP	R04
KAJG	SIAP	R22
KAJG	SIAP	R31
KAJO	SIAP	RNV-B
KAJO	SIAP	VOR-A
KAJO	STAR	SETER5
KAJO	STAR	ZIGGY8
KAJR	SIAP	R06
KAJR	SIAP	R24
KAJZ	SIAP	R03
KAKH	SIAP	R03
KAKH	SIAP	R21
KAKH	SID	BARMY6
KAKH	SID	BEAVY7
KAKH	SID	BOBZY6
KAKH	SID	ESTRR6
KAKH	SID	ICONS6
KAKH	SID	JOJJO6
KAKH	SID	KER5
KAKH	SID	KILNS6
KAKH	SID	KNI4
KAKH	SID	KRITR7
KAKH	SID	KWEEN6
KAKH	SID	LILLS4
KAKH	SID	WEAZL6
KAKH	STAR	JOOLS2
KAKH	STAR	LIINN3
KAKH	STAR	MAJIC4
KAKH	STAR	RASLN3
KAKO	SIAP	R11
KAKO	SIAP	R29
KAKQ	SIAP	R21
KAKQ	STAR	KOHLS1
KAKR	SIAP	L25
KAKR	SIAP	R25
KAKR	STAR	BRWNZ4
KAKR	STAR	HUUVR1
KAKR	STAR	ZZIPS1
KALB	SIAP	H01-Z
KALB	SIAP	H19-Z
KALB	SIAP	I01
KALB	SIAP	I19
KALB	SIAP	L01
KALB	SIAP	L19
KALB	SIAP	R01-Y
KALB	SIAP	R10
KALB	SIAP	R19-Y
KALB	SIAP	R28
KALB	SID	ALB7
KALI	SIAP	R13
KALI	SIAP	R31
KALM	SIAP	R04
KALM	SID	CRONA1
KALN	SIAP	I29
KALN	SIAP	L29
KALN	SIAP	R11
KALN	SIAP	R17
KALN	SIAP	R29
KALN	SIAP	R35
KALN	SIAP	VOR-A
KALN	SID	GATWY1
KALN	SID	LINDY9
KALN	SID	OZARK8
KALN	SID	PLESS5
KALN	STAR	DELMA4
KALN	STAR	FARMR3
KALO	SIAP	B30
KALO	SIAP	I12
KALO	SIAP	L12
KALO	SIAP	R12
KALO	SIAP	R18
KALO	SIAP	R30
KALO	SIAP	R36
KALS	SIAP	I02
KALS	SIAP	L02
KALS	SIAP	R02
KALS	SIAP	R20
KALS	SIAP	VOR-B
KALW	SIAP	I20
KALW	SIAP	L20
KALW	SIAP	R02
KALW	SIAP	R20
KALX	SIAP	R18
KALX	SIAP	R36
KAMA	SIAP	H04-Z
KAMA	SIAP	H13-Z
KAMA	SIAP	H22-Z
KAMA	SIAP	H31-Z
KAMA	SIAP	I04
KAMA	SIAP	L04
KAMA	SIAP	R04-Y
KAMA	SIAP	R13-Y
KAMA	SIAP	R22-Y
KAMA	SIAP	R31-Y
KAMA	SIAP	S13
KAMA	SIAP	S22
KAMG	SIAP	R16
KAMG	SIAP	R34
KAMN	SIAP	R09
KAMN	SIAP	R18
KAMN	SIAP	R27
KAMT	SIAP	R05
KAMT	SIAP	R23
KAMW	SIAP	I01
KAMW	SIAP	L01
KAMW	SIAP	R01
KAMW	SIAP	R13
KAMW	SIAP	R19
KAMW	SIAP	R31
KANB	SIAP	I05-Y
KANB	SIAP	I05-Z
KANB	SIAP	L05-Y
KANB	SIAP	L05-Z
KANB	SIAP	R05
KANB	SIAP	R23
KAND	SIAP	I05
KAND	SIAP	L05
KAND	SIAP	R05
KAND	SIAP	R17
KAND	SIAP	R23
KAND	SIAP	R35
KANE	SIAP	I27
KANE	SIAP	L27
KANE	SIAP	R09
KANE	SIAP	R18
KANE	SIAP	R27
KANE	SID	COULT7
KANE	SID	KBREW2
KANE	SID	ORSKY3
KANE	SID	RST1
KANE	SID	SCHEP1
KANE	SID	WLSTN7
KANE	SID	ZMBRO7
KANE	STAR	AGUDE6
KANE	STAR	ENCEE3
KANE	STAR	GEP1
KANE	STAR	TWOLF4
KANJ	SIAP	R14
KANJ	SIAP	R32
KANJ	SIAP	S32
KANK	SIAP	RNV-A
KANK	SID	RONBE2
KANP	SIAP	RNV-A
KANQ	SIAP	R05
KANQ	SIAP	R23
KANW	SIAP	R13
KANW	SIAP	R17
KANW	SIAP	R31
KANW	SIAP	R35
KANY	SIAP	R18
KANY	SIAP	R36
KAOC	SIAP	RNV-A
KAOC	SID	JATTS1
KAOH	SIAP	I28
KAOH	SIAP	L28
KAOH	SIAP	R10
KAOH	SIAP	R28
KAOO	SIAP	I21
KAOO	SIAP	L21
KAOO	SIAP	R03-Y
KAOO	SIAP	R03-Z
KAOO	SIAP	R21
KAOV	SIAP	R13
KAOV	SIAP	R31
KAPA	SIAP	H17LZ
KAPA	SIAP	I35R
KAPA	SIAP	L35R
KAPA	SIAP	R17LY
KAPA	SIAP	R28
KAPA	SIAP	R35R
KAPA	SID	ECHOO1
KAPA	SID	MRSHH2
KAPA	SID	PIKES3
KAPA	SID	PLAIN2
KAPA	SID	ROCKI7
KAPA	SID	SKYEE1
KAPA	SID	WNGSS1
KAPA	SID	YELLO5
KAPA	STAR	BRNKO4
KAPA	STAR	DANDD1
KAPA	STAR	DUNNN6
KAPA	STAR	LANDR3
KAPA	STAR	LARKS3
KAPA	STAR	PINNR3
KAPA	STAR	POWDR1
KAPA	STAR	QUAIL1
KAPA	STAR	RAMMS8
KAPA	STAR	TOMSN9
KAPA	STAR	ZOMBZ6
KAPC	SIAP	I01L
KAPC	SIAP	I01LZ
KAPC	SIAP	L01LZ
KAPC	SIAP	R01LY
KAPC	SIAP	R01LZ
KAPC	SIAP	R06
KAPC	SIAP	R19R
KAPC	SIAP	S06
KAPC	SID	LIZRD6
KAPC	SID	NAPAA4
KAPC	SID	OZIEE4
KAPC	STAR	REBAS1
KAPC	STAR	VNYRD1
KAPF	SIAP	H05-Z
KAPF	SIAP	H23-Z
KAPF	SIAP	R05-Y
KAPF	SIAP	R14
KAPF	SIAP	R23-Y
KAPF	SIAP	R32
KAPF	SID	APF6
KAPF	SID	CSHEL8
KAPF	STAR	PIKKR7
KAPF	STAR	SHFTY6
KAPF	STAR	ZEILR6
KAPN	SIAP	I01
KAPN	SIAP	L01
KAPN	SIAP	R01
KAPN	SIAP	R07
KAPN	SIAP	R19
KAPN	SIAP	R25
KAPS	SIAP	R17
KAPS	SIAP	R35
KAPT	SIAP	R04
KAPV	SIAP	R18
KAPV	SID	EXCON1
KAQO	SIAP	R17
KAQO	SIAP	R35
KAQP	SIAP	R13
KAQW	SIAP	RNV-A
KAQW	SIAP	RNV-B
KAQX	SIAP	R17
KAQX	SIAP	R35
KAQX	SIAP	VOR-A
KARA	SIAP	I35
KARA	SIAP	L35
KARA	SIAP	R17
KARA	SIAP	R35
KARA	SIAP	S17
KARA	SIAP	S35
KARB	SIAP	R06
KARB	SIAP	R24
KARB	SID	BARII3
KARB	SID	CCOBB3
KARB	SID	CLVIN3
KARB	SID	HHOWE4
KARB	SID	KAYLN3
KARB	SID	KZLOV2
KARB	SID	LIDDS4
KARB	SID	METRO4
KARB	SID	MIGGY3
KARB	SID	PAVYL3
KARB	SID	SNDRS3
KARB	SID	TRMML4
KARB	SID	ZETTR4
KARB	STAR	FOREY2
KARB	STAR	OKLND1
KARB	STAR	PETTE2
KARB	STAR	RRALF3
KARG	SIAP	R04
KARG	SIAP	R18
KARG	SIAP	R22
KARG	SIAP	R36
KARM	SIAP	R14
KARM	SIAP	R32
KARM	SID	BLTWY7
KARM	SID	INDIE8
KARM	SID	LURIC8
KARM	SID	MMALT7
KARM	SID	STRYA8
KARM	SID	STYCK8
KARM	SID	WYLSN8
KARM	STAR	CESAN4
KARM	STAR	WAPPL7
KARR	SIAP	I09
KARR	SIAP	L09
KARR	SIAP	L33
KARR	SIAP	R09
KARR	SIAP	R15
KARR	SIAP	R27
KARR	SIAP	R33
KARR	SID	ADELL8
KARR	SID	BLOKR8
KARR	SID	CARYN8
KARR	SID	DARCY8
KARR	SID	ELANR9
KARR	SID	OBENE3
KART	SIAP	I07
KART	SIAP	L07
KART	SIAP	R07
KART	SIAP	R10
KART	SIAP	R28
KARV	SIAP	R18
KARV	SIAP	R28
KARV	SIAP	R36
KARW	SIAP	R07
KARW	SIAP	R25
KASD	SIAP	R18
KASD	SIAP	R36
KASE	SIAP	RNV-F
KASE	SID	ASPE7
KASE	SID	LINDZ1
KASE	SID	PITKN5
KASE	SID	SARDD3
KASE	STAR	HAREI1
KASE	STAR	LOYYD1
KASE	STAR	MMARY1
KASG	SIAP	I18
KASG	SIAP	L18
KASG	SIAP	R18
KASG	SIAP	R36
KASG	SID	ASG5
KASH	SIAP	I14
KASH	SIAP	L14
KASH	SIAP	R14
KASH	SIAP	R32
KASJ	SIAP	R01
KASJ	SIAP	R19
KASL	SIAP	R15
KASL	SIAP	R33
KASN	SIAP	I04-Y
KASN	SIAP	I04-Z
KASN	SIAP	L04-Y
KASN	SIAP	L04-Z
KASN	SIAP	R04
KASN	SIAP	R22
KAST	SIAP	I26
KAST	SIAP	L26
KAST	SIAP	R08
KAST	SIAP	R26
KASW	SIAP	I27
KASW	SIAP	L27
KASW	SIAP	R09
KASW	SIAP	R27
KASX	SIAP	L02
KASX	SIAP	R02
KASX	SIAP	R13
KASX	SIAP	R20
KASX	SIAP	R31
KASY	SIAP	R15
KASY	SIAP	R33
KATA	SIAP	R05
KATL	SIAP	H08LZ
KATL	SIAP	H10-Z
KATL	SIAP	H26RZ
KATL	SIAP	H28-Z
KATL	SIAP	I08L
KATL	SIAP	I08R
KATL	SIAP	I09L
KATL	SIAP	I09R
KATL	SIAP	I10
KATL	SIAP	I26L
KATL	SIAP	I26R
KATL	SIAP	I27L
KATL	SIAP	I27R
KATL	SIAP	I28
KATL	SIAP	L08L
KATL	SIAP	L08R
KATL	SIAP	L09L
KATL	SIAP	L09R
KATL	SIAP	L10
KATL	SIAP	L26L
KATL	SIAP	L26R
KATL	SIAP	L27L
KATL	SIAP	L27R
KATL	SIAP	L28
KATL	SIAP	R08LY
KATL	SIAP	R08R
KATL	SIAP	R09L
KATL	SIAP	R09R
KATL	SIAP	R10-Y
KATL	SIAP	R26L
KATL	SIAP	R26RY
KATL	SIAP	R27L
KATL	SIAP	R27R
KATL	SIAP	R28-Y
KATL	SID	ATL2
KATL	SID	BANNG3
KATL	SID	CUTTN2
KATL	SID	GAIRY2
KATL	SID	HAALO3
KATL	SID	JACCC2
KATL	SID	KAJIN2
KATL	SID	NASSA2
KATL	SID	PADGT2
KATL	SID	PENCL2
KATL	SID	PHIIL3
KATL	SID	PLMMR3
KATL	SID	POUNC2
KATL	SID	SMKEY2
KATL	SID	SMLTZ3
KATL	SID	VARNM2
KATL	SID	VRSTY3
KATL	SID	ZELAN4
KATL	STAR	CHPPR1
KATL	STAR	GLAVN2
KATL	STAR	GNDLF3
KATL	STAR	HOBTT3
KATL	STAR	JJEDI4
KATL	STAR	ONDRE1
KATL	STAR	OZZZI2
KATL	STAR	SITTH3
KATS	SIAP	R13
KATS	SIAP	R22
KATS	SIAP	R31
KATW	SIAP	I03
KATW	SIAP	I30
KATW	SIAP	L03
KATW	SIAP	L30
KATW	SIAP	R03
KATW	SIAP	R12
KATW	SIAP	R21
KATW	SIAP	R30
KATY	SIAP	I35
KATY	SIAP	L35
KATY	SIAP	R12
KATY	SIAP	R17
KATY	SIAP	R30
KATY	SIAP	R35
KAUG	SIAP	I17
KAUG	SIAP	L17
KAUG	SIAP	R17
KAUG	SIAP	R35
KAUH	SIAP	R16
KAUH	SIAP	R34
KAUM	SIAP	I35
KAUM	SIAP	L35
KAUM	SIAP	R17
KAUM	SIAP	R35
KAUN	SIAP	R07
KAUN	SID	YUBBA1
KAUO	SIAP	I36
KAUO	SIAP	L36
KAUO	SIAP	R11
KAUO	SIAP	R18
KAUO	SIAP	R29
KAUO	SIAP	R36
KAUS	SIAP	H18LZ
KAUS	SIAP	H18RZ
KAUS	SIAP	H36LZ
KAUS	SIAP	H36RZ
KAUS	SIAP	I18L
KAUS	SIAP	I18R
KAUS	SIAP	I36L
KAUS	SIAP	I36R
KAUS	SIAP	L18L
KAUS	SIAP	L18R
KAUS	SIAP	L36L
KAUS	SIAP	L36R
KAUS	SIAP	R18LY
KAUS	SIAP	R18RY
KAUS	SIAP	R36LY
KAUS	SIAP	R36RY
KAUS	SID	AEROZ2
KAUS	SID	AUS7
KAUS	SID	BNDIA3
KAUS	SID	CWK8
KAUS	SID	ELOEL3
KAUS	SID	ILEXY4
KAUS	SID	MUCKY3
KAUS	SID	PALMS4
KAUS	SID	SAYBR3
KAUS	STAR	BLEWE5
KAUS	STAR	DXEEE3
KAUS	STAR	LAIKS4
KAUS	STAR	SEWZY6
KAUS	STAR	SZAGI3
KAUS	STAR	WLEEE7
KAUW	SIAP	R13
KAUW	SIAP	R31
KAVC	SIAP	L01
KAVC	SIAP	R01
KAVC	SIAP	R19
KAVK	SIAP	R18
KAVK	SIAP	R36
KAVL	SIAP	I17
KAVL	SIAP	I35
KAVL	SIAP	L17
KAVL	SIAP	L35
KAVL	SIAP	R17
KAVL	SIAP	R35
KAVO	SIAP	R05
KAVO	SIAP	R10
KAVP	SIAP	I04
KAVP	SIAP	I22
KAVP	SIAP	L04
KAVP	SIAP	L22
KAVP	SIAP	R04
KAVP	SIAP	R22
KAVP	SID	AVP8
KAVQ	SIAP	R03
KAVQ	SIAP	R12
KAVQ	SIAP	R21
KAVQ	SIAP	RNV-E
KAVX	SIAP	VDM-B
KAVX	SIAP	VOR-A
KAWG	SIAP	R13
KAWG	SIAP	R18
KAWG	SIAP	R31
KAWG	SIAP	R36
KAWM	SIAP	I17
KAWM	SIAP	L17
KAWM	SIAP	R17
KAWM	SIAP	R35
KAWO	SIAP	L34
KAWO	SIAP	N34
KAWO	SIAP	R34
KAWO	SID	ARLIN2
KAXA	SIAP	R13
KAXA	SIAP	R31
KAXH	SIAP	L09
KAXH	SIAP	R09
KAXH	SIAP	R27
KAXH	SID	AEX3
KAXH	SID	BLTWY7
KAXH	SID	BORRN6
KAXH	SID	CRIED1
KAXH	SID	ELD1
KAXH	SID	GIFFA1
KAXH	SID	HOODO7
KAXH	SID	INDIE8
KAXH	SID	KARRR7
KAXH	SID	LFK4
KAXH	SID	LOA4
KAXH	SID	LURIC8
KAXH	SID	MMALT7
KAXH	SID	STRYA8
KAXH	SID	STYCK8
KAXH	SID	WATFO6
KAXH	SID	WYLSN8
KAXH	STAR	CESAN4
KAXH	STAR	HUDZY5
KAXH	STAR	OHIIO4
KAXH	STAR	SNDAY1
KAXH	STAR	TKNIQ3
KAXH	STAR	TSHRT2
KAXH	STAR	WAPPL7
KAXN	SIAP	I31
KAXN	SIAP	L31
KAXN	SIAP	R04
KAXN	SIAP	R13
KAXN	SIAP	R22
KAXN	SIAP	R31
KAXQ	SIAP	R06
KAXQ	SIAP	R24
KAXS	SIAP	R17
KAXS	SIAP	R35
KAXV	SIAP	R08
KAXV	SIAP	R26
KAXX	SIAP	R17
KAXX	SID	ANEKE2
KAYS	SIAP	I19-Y
KAYS	SIAP	I19-Z
KAYS	SIAP	L19-Y
KAYS	SIAP	L19-Z
KAYS	SIAP	R01
KAYS	SIAP	R19
KAYS	SIAP	VOR-A
KAZC	SIAP	R11
KAZC	SIAP	R29
KAZC	SID	NORRA1
KAZE	SIAP	R15
KAZE	SIAP	R33
KAZO	SIAP	I35
KAZO	SIAP	L35
KAZO	SIAP	R05
KAZO	SIAP	R17
KAZO	SIAP	R23
KAZO	SIAP	R35
KBAC	SIAP	R13
KBAC	SIAP	R31
KBAF	SIAP	R02
KBAF	SIAP	R20
KBAF	SIAP	S02
KBAF	SID	THUMB1
KBAF	STAR	DPK3
KBAF	STAR	STELA1
KBAK	SIAP	I23
KBAK	SIAP	L23
KBAK	SIAP	R05
KBAK	SIAP	R14
KBAK	SIAP	R23
KBAK	SIAP	R32
KBAM	SIAP	R04
KBAM	SIAP	R22
KBAM	SIAP	S04
KBAX	SIAP	R04
KBAX	SIAP	R17
KBAX	SIAP	R22
KBAX	SIAP	R35
KBAZ	SIAP	R13
KBAZ	SIAP	R17
KBAZ	SIAP	R31
KBAZ	SIAP	R35
KBAZ	SID	ALISS7
KBAZ	SID	SLENA2
KBAZ	SID	SNIDR2
KBAZ	SID	TJANO2
KBAZ	SID	YODUH2
KBAZ	STAR	CRVZA2
KBAZ	STAR	DNKIN2
KBAZ	STAR	POPPO2
KBAZ	STAR	QERVO3
KBBB	SIAP	R14
KBBB	SIAP	R32
KBBD	SIAP	R17
KBBD	SIAP	R35
KBBG	SIAP	I32
KBBG	SIAP	L32
KBBG	SIAP	R14
KBBG	SIAP	R32
KBBP	SIAP	R07
KBBP	SIAP	R25
KBBW	SIAP	D32
KBBW	SIAP	R14
KBBW	SIAP	R32
KBBW	SIAP	S14
KBCB	SIAP	L13
KBCB	SIAP	R13
KBCB	SIAP	R31
KBCB	SID	BEMAR3
KBCB	SID	SETHY5
KBCE	SIAP	R03
KBCE	SIAP	R21
KBCE	SID	BRYCE2
KBCK	SIAP	R08
KBCK	SIAP	R26
KBCR	SIAP	R01
KBCR	SIAP	R19
KBCT	SIAP	H23-Z
KBCT	SIAP	R05
KBCT	SIAP	R23-Y
KBCT	SID	MYZNR3
KBCT	SID	TURPS2
KBCT	STAR	CLMNT2
KBCT	STAR	CPTAN3
KBCT	STAR	JESTR1
KBCT	STAR	MAHHI3
KBCT	STAR	MLB2
KBCT	STAR	STOOP3
KBCT	STAR	TTYLR4
KBCT	STAR	VUUDU1
KBDE	SIAP	I30
KBDE	SIAP	L30
KBDE	SIAP	R12
KBDE	SIAP	R30
KBDG	SIAP	R35
KBDH	SIAP	R13
KBDH	SIAP	R31
KBDL	SIAP	H06-Z
KBDL	SIAP	H24-Z
KBDL	SIAP	I06
KBDL	SIAP	I24
KBDL	SIAP	I33
KBDL	SIAP	L06
KBDL	SIAP	L24
KBDL	SIAP	L33
KBDL	SIAP	R06-Y
KBDL	SIAP	R15
KBDL	SIAP	R24-Y
KBDL	SIAP	R33
KBDL	SID	THUMB1
KBDL	STAR	DPK3
KBDL	STAR	STELA1
KBDN	SIAP	R16-Y
KBDN	SIAP	R16-Z
KBDN	SIAP	R34
KBDN	SIAP	S16
KBDN	SID	BDN2
KBDQ	SIAP	R27
KBDR	SIAP	I06
KBDR	SIAP	L06
KBDR	SIAP	R06
KBDR	SIAP	R24
KBDR	SIAP	R29
KBDR	SID	BHAVN1
KBDR	STAR	DENNA1
KBDR	STAR	SARDI1
KBEA	SIAP	R12
KBEA	SIAP	R30
KBEC	SIAP	R01
